"decimalLatitude","decimalLongitude"
36.07735,-111.86274
35.77002,-113.3715
34.0359,-112.2042
33.006944,-115.985278
35.23254,-114.55141
33.368889,-113.925
33.763583,-113.3286
34.44973,-113.24275
32.626683,-114.357033
34.05031,-114.28368
36.081717,-113.233833
36.089457,-113.210643
35.766585,-113.505706
35.849428,-113.607761
35.00907,-114.012697
35.961336,-113.30633
33.512892,-115.694802
33.183279,-112.196829
33.778536,-111.670017
33.54722,-112.02
33.354807,-113.765424
34.38392,-113.197552
34.150962,-115.53482
32.39852,-115.49652
33.919501,-113.577154
36.0063,-114.6781
25.451468,-111.029339
34.2959,-113.6693
33.4,-116.366667
33.233333,-116.416667
34.53626,-113.468169
33.44167,-113.35944
33.7454,-113.4427
34.6115,-113.5379
33.2471219,-113.177311
33.2106,-114.636
35.062425,-114.588974
31.833333,-113.5
33.666667,-115.516667
34.577357,-113.486519
27.173949,-113.622837
27.335679,-114.345691
34.1222,-114.2066
35.8291,-113.6607
35.8291,-113.6607
33.229219,-116.374288
31.635567,-115.069133
33.6867,-115.423
36.030833,-111.919167
33.203062,-112.341134
36.081717,-113.233834
35.771692,-113.371283
35.85559,-113.653566
34.5644,-115.667
33.888117,-111.976333
34.423944,-112.320778
34.320278,-114.765
33.584791,-112.072203
33.589194,-112.078173
33.588513,-112.076667
33.599964,-112.069717
32.5085,-111.0225
32.664721,-114.362901
33.584869,-112.081869
33.591568,-112.084216
33.72752,-112.07767
34.131379,-114.072524
34.116817,-114.202483
28.492111,-113.989083
37.0763,-119.7047
30.271595,-115.796217
33.3558,-114.1041
29.820833,-110.816667
36.081831,-111.842224
35.853849,-113.657693
35.966024,-113.579717
35.769889,-113.371285
35.85559,-113.653566
36.09696,-113.323327
35.849428,-113.607761
27.666667,-112.983333
29.205556,-110.924444
32.253611,-111.410278
29.016667,-110.95
29.016667,-110.95
30.702778,-110.805556
29.8025,-114.771389
29.682028,-110.268639
29.156111,-110.9625
29.1,-110.213889
28.695639,-111.423333
26.751389,-109.141667
27.116667,-109.033333
33.81917,-114.74944
33.68667,-115.42333
33.68667,-115.61667
33.80017,-115.44917
34.139,-116.1045
33.855,-116.56333
33.89333,-116.26333
34.71167,-115.67667
33.71667,-116.15
33.98333,-116.65
35.03333,-114.71111
33.96667,-116.51944
33.69306,-115.40389
33.06,-114.76
32.675,-116.09944
33.04,-115.13
32.66083,-115.91722
36.03333,-117.13333
33.69222,-117.03028
33.57283,-115.996
34.02278,-116.56389
33.64833,-116.40167
33.75278,-116.88611
33.7775,-116.30417
33.587,-115.953
33.71667,-115.81667
33.975,-116.58333
33.65,-116.375
33.89167,-116.69333
33.53222,-116.20389
33.83444,-116.33556
33.99028,-116.59778
33.78167,-114.90361
33.68028,-115.38333
33.8,-117.42278
33.63361,-115.73472
33.62222,-116.4125
33.91167,-115.07889
33.89167,-115.1375
34.25,-115.75
34.29556,-115.94
34.40028,-116.05889
34.19611,-114.53389
34.7275,-116.55194
34.20278,-114.77806
34.35639,-114.28056
34.85611,-114.89083
34.34028,-116.705
35.50722,-116.96889
34.43667,-116.32
34.30167,-115.93833
34.59611,-115.1175
33.6,-117.79
33.24056,-116.40306
33.83861,-116.61361
33.13417,-116.29861
36.50833,-116.83333
35.76111,-115.17722
32.65833,-114.35
34.13694,-116.45611
34.47333,-117.125
34.30028,-114.2525
27.11667,-109.03333
27.22,-109.10833
27.11389,-109.03528
27.08333,-109.28889
31.79306,-113.45639
27.08333,-109.28889
30.36667,-112.36667
27.96667,-111.06667
32.81056,-115.98361
27.66667,-112.98333
29.77322,-114.70211
32.52842,-116.84944
26.58333,-111.67083
32.15,-115.8
25.96972,-111.48583
34.57361,-115.6775
33.51722,-116.88917
33.13417,-116.29861
33.13972,-116.89528
34.12,-114.68389
33.76139,-116.55111
32.83528,-116.85639
32.665,-116.225
34.27167,-115.70833
34.32833,-116.385
34.09056,-115.58667
34.82833,-116.33444
34.74994,-116.24378
33.44519,-115.63506
30.11361,-115.35556
33.00694,-115.98528
32.06936,-116.8715
27.75,-114.5
34.09722,-115.39528
33.70833,-114.56667
34.74,-115.68
35.08944,-114.98778
34.73833,-115.68333
34.35548,-114.26678
33.51478,-115.82036
33.52111,-115.84611
34.46998,-114.4164
34.37595,-114.32133
34.28833,-114.14167
33,-116.06667
33.9,-116.68139
33.90417,-116.66111
35.58767,-115.59333
35.85761,-117.69428
35.61528,-115.73694
34.61081,-115.68339
34.69222,-116.82361
34.97172,-115.58083
33.89361,-116.49222
34.70525,-116.81723
34.14919,-114.06267
35.06772,-116.62861
23.552,-110.11583
34.82583,-116.33417
34.86667,-116.25833
34.81333,-116.25167
32.62989,-116.14439
34.23928,-115.72056
34.82306,-114.75944
34.86062,-115.83207
34.24565,-114.64905
35.09092,-114.99567
32.76738,-116.08438
34.56444,-115.66722
34.61763,-115.6845
35.46587,-115.2132
34.83222,-116.365
34.00158,-116.55943
34.70822,-115.40723
35.034,-114.71755
34.66747,-115.78667
34.5855,-115.50482
34.60368,-115.67075
34.78278,-115.65361
35.5442,-114.76183
34.27944,-116.46792
34.77422,-116.6572
33.41036,-115.26767
33.77167,-116.17361
33.69028,-117.03889
33.40669,-115.21942
33.62107,-115.91232
35.82207,-115.47602
33.71885,-115.81032
33.91407,-115.07265
34.69495,-114.58192
33.97278,-116.65222
34.32944,-116.68867
34.03967,-114.91658
34.49207,-114.4062
30.43719,-115.213
35.047,-116.30269
34.51682,-115.12005
34.43544,-115.40864
34.93893,-114.8426
34.95053,-115.6457
34.00631,-114.92858
34.30619,-116.5405
33.28665,-115.29733
33.24347,-115.29385
33.91056,-115.08306
33.55838,-115.57717
33.29931,-114.786
34.569,-115.67364
34.81998,-115.34032
34.66062,-115.00903
33.63722,-117.79389
33.30889,-115.355
33.21472,-115.29167
33.33167,-115.34611
34.38985,-115.72268
34.96468,-114.68015
34.17911,-114.2835
33.19777,-115.25387
33.34493,-115.3267
34.67175,-116.02208
34.75768,-116.28635
36.82862,-117.1202
35.23482,-115.50328
33.07861,-114.94139
36.80461,-117.92211
36.82611,-117.73819
35.65,-115.61667
34.86667,-115.75
34.76778,-115.68556
34.98194,-115.50528
35.01556,-115.38472
24.2,-109.9
25.2,-110.7
24.39111,-111.73139
27.63556,-113.06472
35.11919,-116.29808
30.12667,-114.63333
31.33333,-115.8
30.33722,-114.64556
29.21211,-113.239
27.91667,-110.88333
27.11667,-109.03333
29.82083,-110.81667
37.0197222,-114.8602778
36.8813889,-114.3613889
34.15,-115.3333333
36.917778,-114.279083
24.2003,-109.9019
33.53,-116.2
37.0197222,-114.8602778
37.03,-113.87
37.03,-113.87
37.03,-113.87
33.76389,-110.9705
33.76389,-110.9705
34.10739,-111.3537
33.7984,-110.9702
31.21417,-111.1225
31.89,-113.36639
31.79083,-112.98778
31.79083,-112.98778
32.31222,-114.04667
32.31444,-114.08556
31.9175,-113.60444
36.29,-115.03
34.423944,-112.320778
32.5071,-111.0438
32.5085,-111.0225
32.5088,-111.02832
32.508,-111.0411
32.4979,-111.0388
32.5483,-111.1018
32.4961,-111.0447
35.599545,-115.345148
35.75515,-115.44501
35.28468,-114.69412
35.279248,-114.691482
34.4177,-116.4829
33.445133,-113.036101
30.46,-116.02
34.620694,-111.826838
34.620694,-111.826838
35.291177,-113.098901
34.78227,-114.002296
33.61,-114.0775
33.437544,-113.390263
32.106283,-113.218402
35.105778,-114.377222
35.105778,-114.377222
34.423944,-112.320778
36.28318,-114.00402
35.026389,-114.400494
34.2294444,-114.2013889
36.15248,-113.20436
34.900003,-116.600003
35.87,-114.604999
36.960278,-113.803333
34.2,-113.7
34.2,-113.7
34,-113.5
33.4,-113
33.6,-113.1
34.5,-113.5
34.4,-113.8
34.5,-113.4
34.2,-112.7
34.6,-113.1
33.7,-113.5
33.8,-113.3
33.6,-112.9
33.5,-113.9
32.6,-112.9
35.8,-113.4
33.4,-114
33.4,-114.1
33.2,-114.2
33.1,-114.1
32.3,-114
32.3,-114
32.2,-113.8
32.7,-113.7
32.6,-114.1
32.6,-114.1
33.6,-113.1
33.6,-113.1
33.7,-113.1
33.5,-113
36.1,-112.2
32,-113.6
33.6,-114.1
33.6,-114.1
33.6,-114.1
33.6,-114.1
34,-112.8
36.917778,-114.279083
36.905255,-114.600525
32.492644,-108.54425
33.07504,-116.31623
33.23922,-116.29898
30.11361,-115.35556
32.701,-116.12761
32.86333,-116.22089
34.28472,-115.62222
33.81888,-116.17083
32.7425,-116.08583
36.8813889,-114.3613889
32.7071,-116.0185
37.091,-114.02
35.533514,-114.750197
35.75515,-115.44501
36.917778,-114.279083
34.7597,-111.6482
34.355483,-114.266783
34.753333,-115.696111
34.8558,-114.883933
29.855,-112.64694
29.75667,-112.48778
24.13337,-110.43107
24.216667,-110.333333
24.365414,-111.727453
24.183333,-110.166667
24.166667,-110.333333
24.866667,-110.05
24.35,-111.533333
24.1,-110.25
24.933333,-110.633333
25.199619,-110.701717
24.483333,-110.316667
23.5,-109.783333
27.666667,-112.983333
27.445365,-113.254904
25.566667,-111.216667
27.3,-112.85
23.535334,-110.166552
26.11595,-111.61327
33,-115.983611
25.359865,-111.168862
26.5048,-112.49547
25.581096,-112.053877
25.760448,-112.037451
25.760448,-112.037451
24.57815,-111.57628
24.895831,-111.985496
24.605967,-111.806299
25.258273,-112.064084
25.078787,-112.165873
24.807,-111.718417
24.518502,-111.952895
25.943014,-111.532276
29.433333,-114.716667
27.6,-113.066667
23.092634,-109.570381
24.129912,-111.075931
24.15,-111.133333
24.033333,-109.95
23.346816,-110.188557
25.166667,-110.7
25.152363,-112.159408
23.3,-110.15
24.830335,-110.578758
25.833333,-111.25
25.2,-110.7
24.2,-109.9
24.383333,-111.716667
23.303054,-110.162388
24.833333,-110.583333
24.45,-110.2
24.75,-110.883333
24.11884,-110.428
29.11445,-110.21393
25.805675,-112.119695
23.414283,-109.230029
24.051008,-109.837477
26.874327,-111.791433
25.028104,-112.169602
26.199622,-111.549348
25.25,-110.666667
24.833333,-110.583333
26.88756,-112.55633
24.659316,-111.704368
25.581096,-112.053877
24.555253,-111.496348
31.333333,-115.3
32.15,-115.8
29.783333,-114.766667
27.65,-113.5
29.183333,-112.4
25,-110.666667
29.433333,-114.716667
30.283333,-114.65
27.666667,-112.983333
29,-113.5
29.766667,-114.766667
30.1,-115.35
25.05,-110.883333
33.616667,-116.7
29.733333,-115.466667
32.664721,-114.362901
32.671042,-114.336874
32.695465,-114.405089
33.554108,-114.351822
33.30889,-115.355
32.680866,-114.378579
33.818889,-116.170833
34.0833333333,-115.4833333333
